28.652,948.85,-15.04,-3.646,NaN,21.28,0,5.2403,NaN
29.099,942.47,-13.493,3.4582,NaN,21.28,0,6.5473,NaN
29.564,935.82,-15.117,-3.4937,NaN,21.28,0,5.266,NaN
29.955,930.21,-13.611,3.8546,NaN,21.28,0,6.6235,NaN
30.455,923.03,-15.097,-2.9718,NaN,21.28,0,5.3632,NaN
30.877,916.99,-13.514,3.7502,NaN,21.28,0,6.5998,NaN
31.353,910.17,-15.125,-3.3805,NaN,21.28,0,5.2874,NaN
31.775,904.13,-13.487,3.8816,NaN,21.28,0,6.6215,NaN
32.232,897.61,-15.075,-3.4773,NaN,21.28,0,5.2709,NaN
32.649,891.64,-13.538,3.6837,NaN,21.28,0,6.5898,NaN
33.147,884.5,-15.159,-3.2576,NaN,21.28,0,5.3094,NaN
33.524,879.07,-13.613,4.1012,NaN,21.28,0,6.6671,NaN
34.024,871.9,-15.079,-2.9321,NaN,21.28,0,5.3685,NaN
34.467,865.59,-13.439,3.7028,NaN,21.28,0,6.5885,NaN
34.838,860.36,-14.752,-3.5379,NaN,21.28,0,5.2796,NaN
35.338,853.25,-13.662,2.1805,NaN,21.28,0,6.3086,NaN
35.838,846.08,-15.009,-2.6937,NaN,21.28,0,5.413,NaN
36.305,839.44,-13.416,3.4091,NaN,21.28,0,6.5363,NaN
36.739,833.27,-15.036,-3.7303,NaN,21.28,0,5.2229,NaN
37.146,827.45,-13.578,3.5875,NaN,21.28,0,6.5762,NaN
37.646,820.28,-15.095,-3.0348,NaN,21.28,0,5.3499,NaN
38.066,814.28,-13.481,3.8436,NaN,21.28,0,6.6156,NaN
38.518,807.84,-15.024,-3.4142,NaN,21.28,0,5.2847,NaN
38.957,801.58,-13.473,3.5313,NaN,21.28,0,6.5608,NaN
39.43,794.82,-15.112,-3.4612,NaN,21.28,0,5.2714,NaN
39.817,789.28,-13.577,3.9741,NaN,21.28,0,6.6442,NaN
40.271,782.81,-14.908,-2.9318,NaN,21.28,0,5.3826,NaN
40.771,775.73,-13.41,2.9963,NaN,21.28,0,6.4597,NaN
41.208,769.51,-15.029,-3.701,NaN,21.28,0,5.2283,NaN
41.663,763.04,-13.401,3.5789,NaN,21.28,0,6.5663,NaN
42.099,756.85,-15.026,-3.73,NaN,21.28,0,5.2228,NaN
42.549,750.45,-13.414,3.5783,NaN,21.28,0,6.5669,NaN
42.996,744.09,-15.054,-3.6693,NaN,21.28,0,5.233,NaN
43.403,738.27,-13.527,3.7521,NaN,21.28,0,6.6032,NaN
43.903,731.11,-15.116,-3.1784,NaN,21.28,0,5.3236,NaN
44.293,725.53,-13.539,4.0479,NaN,21.28,0,6.6555,NaN
44.793,718.37,-15.097,-3.116,NaN,21.28,0,5.3348,NaN
45.161,713.08,-13.623,4.0058,NaN,21.28,0,6.654,NaN
45.661,705.93,-14.995,-2.7428,NaN,21.28,0,5.4034,NaN
45.957,701.65,-13.894,3.7114,NaN,21.28,0,6.6332,NaN
46.457,694.51,-14.659,-1.5305,NaN,21.28,0,5.6304,NaN
46.957,687.43,-13.669,1.9796,NaN,21.28,0,6.2837,NaN
47.457,680.28,-14.923,-2.507,NaN,21.28,0,5.4494,NaN
47.957,673.21,-13.337,3.1715,NaN,21.28,0,6.492,NaN
48.357,667.56,-14.899,-3.9031,NaN,21.28,0,5.1952,NaN
48.857,660.5,-13.364,3.0693,NaN,21.28,0,6.473,NaN
49.284,654.45,-14.986,-3.8005,NaN,21.28,0,5.21,NaN
